fecha,camasOcupadasHG,camasOcupadasNoUCIVentiladores,camasOcupadasUCI,camasOcupadasUCI_NoUCIVent
2020-04-01,0,0,0,0
2020-04-02,0,0,0,0
2020-04-03,0,0,0,0
2020-04-04,0,0,0,0
2020-04-05,0,0,0,0
2020-04-06,0,0,0,0
2020-04-07,2,0,0,0
2020-04-08,29,3,0,3
2020-04-09,25,5,1,6
2020-04-10,22,3,2,5
2020-04-11,14,8,2,10
2020-04-12,16,8,2,10
2020-04-13,21,3,3,6
2020-04-14,35,1,4,5
2020-04-15,33,1,4,5
2020-04-16,35,3,4,7
2020-04-17,34,-1,6,5
2020-04-18,33,0,6,6
2020-04-19,33,0,6,6
2020-04-20,56,4,6,10
2020-04-21,56,5,6,11
2020-04-22,55,5,7,12
2020-04-23,51,8,7,15
2020-04-24,43,8,9,17
2020-04-25,43,9,6,15
2020-04-26,49,6,12,18
2020-04-27,53,6,13,19
2020-04-28,52,1,12,13
2020-04-29,59,-1,11,10
2020-04-30,58,-1,11,10
2020-05-01,54,-1,10,9
2020-05-02,59,-6,14,8
2020-05-03,52,-5,14,9
2020-05-04,72,-14,24,10
2020-05-05,66,-2,21,19
2020-05-06,64,1,16,17
2020-05-07,78,-7,27,20
2020-05-08,87,-2,33,31
2020-05-09,92,-10,34,24
2020-05-10,97,-6,31,25
2020-05-11,111,-2,28,26
2020-05-12,103,4,27,31
2020-05-13,107,-8,30,22
2020-05-14,120,3,31,34
2020-05-15,138,-4,34,30
2020-05-16,133,-6,36,30
2020-05-17,130,-9,32,23
2020-05-18,136,-9,33,24
2020-05-19,128,-8,32,24
2020-05-20,116,-10,31,21
2020-05-21,125,-8,38,30
2020-05-22,119,3,40,43
2020-05-23,126,0,37,37
2020-05-24,126,2,36,38
2020-05-25,159,-3,40,37
2020-05-26,167,2,40,42
2020-05-27,182,11,41,52
2020-05-28,187,16,46,62
2020-05-29,221,16,48,64
2020-05-30,210,15,53,68
2020-05-31,244,10,59,69
2020-06-01,272,17,55,72
2020-06-02,301,8,72,80
2020-06-03,305,10,73,83
2020-06-04,318,5,80,85
2020-06-05,344,-8,94,86
2020-06-06,338,-2,92,90
2020-06-07,360,3,92,95
2020-06-08,383,5,94,99
2020-06-09,426,6,99,105
2020-06-10,474,2,108,110
2020-06-11,494,-2,117,115
2020-06-12,541,3,118,121
2020-06-13,463,11,109,120
2020-06-14,460,23,114,137
2020-06-15,499,23,115,138
2020-06-16,541,21,126,147
2020-06-17,495,28,127,155
2020-06-18,566,20,128,148
2020-06-19,538,34,124,158
2020-06-20,520,37,123,160
2020-06-21,538,45,117,162
2020-06-22,556,26,119,145
2020-06-23,509,29,117,146
2020-06-24,528,42,117,159
2020-06-25,515,33,109,142
2020-06-26,502,36,125,161
2020-06-27,479,51,121,172
2020-06-28,475,55,126,181
2020-06-29,475,52,134,186
2020-06-30,488,44,140,184
2020-07-01,495,38,135,173
2020-07-02,477,31,136,167
2020-07-03,512,50,128,178
2020-07-04,517,48,126,174
2020-07-05,509,44,125,169
2020-07-06,516,35,128,163
2020-07-07,518,38,129,167
2020-07-08,525,39,128,167
2020-07-09,552,28,124,152
2020-07-10,562,28,120,148
2020-07-11,553,29,118,147
2020-07-12,575,33,115,148
2020-07-13,571,32,124,156
2020-07-14,524,50,113,163
2020-07-15,520,50,118,168
2020-07-16,507,53,112,165
2020-07-17,505,45,117,162
2020-07-18,503,39,113,152
2020-07-19,517,31,118,149
2020-07-20,487,42,110,152
2020-07-21,519,37,111,148
2020-07-22,530,20,119,139
2020-07-23,520,30,113,143
2020-07-24,534,35,110,145
2020-07-25,542,26,121,147
2020-07-26,538,29,121,150
2020-07-27,567,26,140,166
2020-07-28,565,35,131,166
2020-07-29,567,22,143,165
2020-07-30,529,38,130,168
2020-07-31,508,36,136,172
2020-08-01,508,50,128,178
2020-08-02,526,30,126,156
2020-08-03,517,38,137,175
2020-08-04,513,44,133,177
2020-08-05,515,59,138,197
2020-08-06,469,55,129,184
2020-08-07,462,41,146,187
2020-08-08,496,36,147,183
2020-08-09,496,35,150,185
2020-08-10,491,39,140,179
2020-08-11,521,28,147,175
2020-08-12,498,14,149,163
2020-08-13,508,28,143,171
2020-08-14,483,36,137,173
2020-08-15,505,29,141,170
2020-08-16,510,35,141,176
2020-08-17,503,42,137,179
2020-08-18,483,54,127,181
2020-08-19,531,48,127,175
2020-08-20,494,64,135,199
2020-08-21,493,52,134,186
2020-08-22,530,48,133,181
2020-08-23,548,41,136,177
2020-08-24,569,40,138,178
2020-08-25,535,36,143,179
2020-08-26,521,28,138,166
2020-08-27,491,32,139,171
2020-08-28,489,28,143,171
2020-08-29,461,45,139,184
2020-08-30,483,69,117,186
2020-08-31,491,45,146,191
2020-09-01,470,38,149,187
2020-09-02,487,30,148,178
2020-09-03,477,30,144,174
2020-09-04,475,32,136,168
2020-09-05,502,20,135,155
2020-09-06,468,31,120,151
2020-09-07,480,30,125,155
2020-09-08,480,22,127,149
2020-09-09,475,21,121,142
2020-09-10,440,32,121,153
2020-09-11,458,20,137,157
2020-09-12,452,15,138,153
2020-09-13,477,11,138,149
2020-09-14,458,27,130,157
2020-09-15,468,21,126,147
2020-09-16,456,26,123,149
2020-09-17,437,32,126,158
2020-09-18,440,24,121,145
2020-09-19,454,22,115,137
2020-09-20,449,21,101,122
2020-09-21,497,7,110,117
2020-09-22,478,16,113,129
2020-09-23,468,22,111,133
2020-09-24,461,21,123,144
2020-09-25,446,19,124,143
2020-09-26,422,21,117,138
2020-09-27,428,20,118,138
2020-09-28,417,34,114,148
2020-09-29,440,26,116,142
2020-09-30,424,14,122,136
2020-10-01,400,27,110,137
2020-10-02,397,20,109,129
2020-10-03,354,21,96,117
2020-10-04,390,-8,123,115
2020-10-05,407,2,117,119
2020-10-06,390,18,108,126
2020-10-07,407,2,125,127
2020-10-08,401,10,120,130
2020-10-09,391,21,112,133
2020-10-10,405,27,109,136
2020-10-11,413,28,112,140
2020-10-12,426,25,114,139
2020-10-13,426,23,120,143
2020-10-14,403,24,123,147
2020-10-15,393,16,124,140
2020-10-16,375,17,114,131
2020-10-17,410,16,107,123
2020-10-18,449,11,112,123
2020-10-19,460,22,115,137
2020-10-20,471,17,125,142
2020-10-21,464,13,118,131
2020-10-22,486,14,123,137
2020-10-23,478,8,112,120
2020-10-24,490,-7,122,115
2020-10-25,477,2,125,127
2020-10-26,510,-6,129,123
2020-10-27,544,-13,131,118
2020-10-28,521,-2,135,133
2020-10-29,509,-9,142,133
2020-10-30,488,0,140,140
2020-10-31,445,11,128,139
2020-11-01,466,11,131,142
2020-11-02,479,13,125,138
2020-11-03,473,15,130,145
2020-11-04,475,10,124,134
2020-11-05,446,17,120,137
2020-11-06,426,26,118,144
2020-11-07,408,15,128,143
2020-11-08,416,7,129,136
2020-11-09,426,9,122,131
2020-11-10,435,16,109,125
2020-11-11,447,9,118,127
2020-11-12,445,6,126,132
2020-11-13,438,17,114,131
2020-11-14,470,1,124,125
2020-11-15,468,5,127,132
2020-11-16,467,8,126,134
2020-11-17,443,10,127,137
2020-11-18,458,10,124,134
2020-11-19,462,12,122,134
2020-11-20,461,19,113,132
2020-11-21,466,3,121,124
2020-11-22,480,17,113,130
2020-11-23,492,14,113,127
2020-11-24,498,19,115,134
2020-11-25,524,8,127,135
2020-11-26,492,27,130,157
2020-11-27,500,30,127,157
2020-11-28,483,57,111,168
2020-11-29,492,51,112,163
2020-11-30,519,46,109,155
2020-12-01,513,50,111,161
2020-12-02,542,41,111,152
2020-12-03,536,26,116,142
2020-12-04,530,16,119,135
2020-12-05,567,7,141,148
2020-12-06,580,16,142,158
2020-12-07,563,28,138,166
2020-12-08,599,23,137,160
2020-12-09,633,20,147,167
2020-12-10,634,20,141,161
2020-12-11,631,22,138,160
2020-12-12,617,29,136,165
2020-12-13,601,19,134,153
2020-12-14,600,11,148,159
2020-12-15,649,10,159,169
2020-12-16,648,6,155,161
2020-12-17,666,21,153,174
2020-12-18,670,26,149,175
2020-12-19,644,20,145,165
2020-12-20,694,15,143,158
2020-12-21,688,16,148,164
2020-12-22,708,17,142,159
2020-12-23,694,22,144,166
2020-12-24,695,21,150,171
2020-12-25,722,8,158,166
2020-12-26,700,6,152,158
2020-12-27,727,8,157,165
2020-12-28,798,2,150,152
2020-12-29,820,1,166,167
2020-12-30,846,-2,173,171
2020-12-31,844,5,176,181
2021-01-01,825,13,169,182
2021-01-02,855,13,170,183
2021-01-03,859,17,177,194
2021-01-04,920,35,170,205
2021-01-05,970,30,183,213
2021-01-06,983,24,186,210
2021-01-07,1035,49,187,236
2021-01-08,1072,63,189,252
2021-01-09,1087,57,189,246
2021-01-10,1155,35,206,241
2021-01-11,1148,44,213,257
2021-01-12,1150,57,202,259
2021-01-13,1177,43,217,260
2021-01-14,1225,27,243,270
2021-01-15,1223,36,258,294
2021-01-16,1216,60,223,283
2021-01-17,1293,40,255,295
2021-01-18,1235,41,273,314
2021-01-19,1307,35,272,307
2021-01-20,1278,41,265,306
2021-01-21,1283,45,262,307
2021-01-22,1299,52,271,323
2021-01-23,1354,44,279,323
2021-01-24,1286,57,257,314
2021-01-25,1309,35,271,306
2021-01-26,1339,28,281,309
2021-01-27,1274,62,256,318
2021-01-28,1310,47,279,326
2021-01-29,1271,63,265,328
2021-01-30,1261,47,258,305
2021-01-31,1282,36,255,291
2021-02-01,1281,43,255,298
2021-02-02,1245,56,255,311
2021-02-03,1243,42,248,290
2021-02-04,1190,77,225,302
2021-02-05,1168,63,246,309
2021-02-06,1092,59,250,309
2021-02-07,1126,39,241,280
2021-02-08,1062,51,227,278
2021-02-09,1019,50,222,272
2021-02-10,982,48,214,262
2021-02-11,916,68,192,260
2021-02-12,844,64,189,253
2021-02-13,851,58,196,254
2021-02-14,834,52,195,247
2021-02-15,747,75,176,251
2021-02-16,718,90,161,251
2021-02-17,687,82,164,246
