fecha,camasOcupadasHG,camasOcupadasNoUCIVentiladores,camasOcupadasUCI,camasOcupadasUCI_NoUCIVent
2020-04-01,0,0,0,0
2020-04-02,0,0,0,0
2020-04-03,0,0,0,0
2020-04-04,0,0,0,0
2020-04-05,0,0,0,0
2020-04-06,0,0,0,0
2020-04-07,-1,2,0,2
2020-04-08,15,5,0,5
2020-04-09,9,3,0,3
2020-04-10,15,3,0,3
2020-04-11,12,2,1,3
2020-04-12,9,1,1,2
2020-04-13,11,1,0,1
2020-04-14,11,3,0,3
2020-04-15,14,0,0,0
2020-04-16,13,2,0,2
2020-04-17,11,4,0,4
2020-04-18,13,1,1,2
2020-04-19,14,2,0,2
2020-04-20,16,5,0,5
2020-04-21,14,3,0,3
2020-04-22,12,2,0,2
2020-04-23,8,3,0,3
2020-04-24,5,4,1,5
2020-04-25,10,2,2,4
2020-04-26,14,3,1,4
2020-04-27,14,3,1,4
2020-04-28,16,4,0,4
2020-04-29,22,0,3,3
2020-04-30,20,1,3,4
2020-05-01,21,2,1,3
2020-05-02,25,2,1,3
2020-05-03,28,1,3,4
2020-05-04,29,1,4,5
2020-05-05,28,2,6,8
2020-05-06,28,3,5,8
2020-05-07,21,1,6,7
2020-05-08,18,2,7,9
2020-05-09,20,1,6,7
2020-05-10,24,2,6,8
2020-05-11,23,3,7,10
2020-05-12,22,3,8,11
2020-05-13,31,3,11,14
2020-05-14,31,2,12,14
2020-05-15,35,0,11,11
2020-05-16,33,2,11,13
2020-05-17,33,3,8,11
2020-05-18,40,2,9,11
2020-05-19,43,1,10,11
2020-05-20,44,-2,13,11
2020-05-21,42,-1,13,12
2020-05-22,46,0,11,11
2020-05-23,35,3,12,15
2020-05-24,30,2,14,16
2020-05-25,31,4,14,18
2020-05-26,35,2,13,15
2020-05-27,36,-3,15,12
2020-05-28,40,-1,15,14
2020-05-29,40,0,15,15
2020-05-30,44,1,17,18
2020-05-31,50,0,18,18
2020-06-01,55,3,16,19
2020-06-02,54,3,16,19
2020-06-03,45,4,15,19
2020-06-04,43,6,14,20
2020-06-05,47,8,14,22
2020-06-06,47,8,15,23
2020-06-07,55,7,12,19
2020-06-08,57,7,15,22
2020-06-09,66,7,15,22
2020-06-10,73,9,15,24
2020-06-11,74,8,16,24
2020-06-12,75,10,15,25
2020-06-13,70,9,16,25
2020-06-14,83,8,13,21
2020-06-15,84,10,12,22
2020-06-16,88,8,15,23
2020-06-17,86,8,17,25
2020-06-18,96,12,17,29
2020-06-19,128,12,20,32
2020-06-20,79,11,19,30
2020-06-21,87,10,17,27
2020-06-22,97,8,18,26
2020-06-23,102,9,19,28
2020-06-24,140,8,20,28
2020-06-25,89,9,20,29
2020-06-26,83,9,16,25
2020-06-27,79,14,12,26
2020-06-28,93,10,12,22
2020-06-29,101,9,14,23
2020-06-30,106,11,14,25
2020-07-01,72,9,10,19
2020-07-02,81,7,10,17
2020-07-03,107,12,18,30
2020-07-04,97,13,16,29
2020-07-05,116,11,17,28
2020-07-06,133,17,17,34
2020-07-07,143,10,20,30
2020-07-08,141,12,20,32
2020-07-09,154,14,21,35
2020-07-10,145,19,21,40
2020-07-11,150,25,19,44
2020-07-12,134,26,19,45
2020-07-13,157,28,20,48
2020-07-14,158,28,19,47
2020-07-15,166,28,19,47
2020-07-16,164,30,20,50
2020-07-17,157,34,21,55
2020-07-18,166,31,19,50
2020-07-19,174,34,19,53
2020-07-20,206,30,19,49
2020-07-21,202,31,23,54
2020-07-22,204,32,22,54
2020-07-23,217,35,22,57
2020-07-24,232,36,22,58
2020-07-25,258,31,23,54
2020-07-26,276,37,22,59
2020-07-27,288,38,20,58
2020-07-28,273,38,23,61
2020-07-29,284,37,25,62
2020-07-30,269,30,26,56
2020-07-31,280,38,26,64
2020-08-01,263,46,24,70
2020-08-02,294,37,24,61
2020-08-03,294,42,23,65
2020-08-04,304,37,28,65
2020-08-05,315,33,28,61
2020-08-06,319,32,32,64
2020-08-07,319,41,26,67
2020-08-08,320,47,26,73
2020-08-09,312,40,29,69
2020-08-10,311,39,31,70
2020-08-11,329,41,30,71
2020-08-12,317,37,34,71
2020-08-13,310,47,28,75
2020-08-14,319,41,36,77
2020-08-15,292,44,35,79
2020-08-16,303,42,38,80
2020-08-17,278,46,25,71
2020-08-18,309,30,41,71
2020-08-19,321,35,38,73
2020-08-20,319,30,41,71
2020-08-21,322,32,39,71
2020-08-22,312,33,41,74
2020-08-23,303,25,40,65
2020-08-24,331,26,37,63
2020-08-25,324,24,38,62
2020-08-26,301,26,33,59
2020-08-27,283,33,29,62
2020-08-28,281,35,26,61
2020-08-29,285,36,26,62
2020-08-30,280,39,26,65
2020-08-31,287,46,25,71
2020-09-01,281,36,28,64
2020-09-02,259,32,27,59
2020-09-03,267,31,29,60
2020-09-04,246,29,28,57
2020-09-05,246,16,29,45
2020-09-06,251,13,32,45
2020-09-07,235,20,29,49
2020-09-08,253,17,30,47
2020-09-09,240,17,29,46
2020-09-10,235,16,29,45
2020-09-11,242,17,31,48
2020-09-12,248,14,31,45
2020-09-13,251,21,31,52
2020-09-14,263,27,29,56
2020-09-15,280,21,30,51
2020-09-16,274,18,25,43
2020-09-17,277,12,25,37
2020-09-18,273,8,26,34
2020-09-19,267,17,26,43
2020-09-20,266,19,25,44
2020-09-21,264,25,18,43
2020-09-22,264,22,22,44
2020-09-23,259,23,25,48
2020-09-24,248,28,21,49
2020-09-25,231,23,24,47
2020-09-26,217,25,22,47
2020-09-27,207,24,24,48
2020-09-28,202,22,22,44
2020-09-29,220,19,19,38
2020-09-30,223,24,18,42
2020-10-01,220,25,19,44
2020-10-02,207,25,19,44
2020-10-03,193,24,21,45
2020-10-04,197,19,23,42
2020-10-05,201,23,22,45
2020-10-06,203,27,20,47
2020-10-07,215,29,23,52
2020-10-08,211,21,26,47
2020-10-09,201,21,30,51
2020-10-10,207,26,30,56
2020-10-11,215,22,31,53
2020-10-12,231,29,29,58
2020-10-13,230,29,29,58
2020-10-14,218,26,27,53
2020-10-15,226,24,31,55
2020-10-16,217,24,29,53
2020-10-17,209,23,30,53
2020-10-18,223,23,29,52
2020-10-19,242,31,28,59
2020-10-20,274,30,26,56
2020-10-21,262,35,25,60
2020-10-22,270,30,26,56
2020-10-23,259,37,24,61
2020-10-24,253,36,24,60
2020-10-25,256,36,22,58
2020-10-26,281,26,24,50
2020-10-27,266,43,22,65
2020-10-28,274,39,25,64
2020-10-29,251,38,25,63
2020-10-30,245,36,25,61
2020-10-31,226,37,23,60
2020-11-01,231,36,25,61
2020-11-02,235,36,25,61
2020-11-03,244,34,23,57
2020-11-04,232,34,25,59
2020-11-05,221,34,26,60
2020-11-06,221,40,25,65
2020-11-07,222,42,25,67
2020-11-08,238,36,26,62
2020-11-09,263,33,23,56
2020-11-10,293,35,25,60
2020-11-11,302,24,33,57
2020-11-12,283,39,25,64
2020-11-13,285,38,25,63
2020-11-14,283,37,23,60
2020-11-15,269,42,23,65
2020-11-16,273,52,22,74
2020-11-17,282,46,18,64
2020-11-18,284,36,24,60
2020-11-19,278,45,20,65
2020-11-20,266,44,23,67
2020-11-21,278,41,22,63
2020-11-22,268,43,23,66
2020-11-23,287,34,22,56
2020-11-24,266,36,23,59
2020-11-25,273,42,22,64
2020-11-26,272,39,23,62
2020-11-27,285,35,24,59
2020-11-28,281,36,24,60
2020-11-29,285,38,20,58
2020-11-30,299,35,23,58
2020-12-01,291,38,22,60
2020-12-02,285,40,23,63
2020-12-03,285,33,23,56
2020-12-04,289,43,19,62
2020-12-05,275,43,19,62
2020-12-06,271,39,21,60
2020-12-07,255,38,22,60
2020-12-08,260,38,22,60
2020-12-09,234,42,24,66
2020-12-10,226,40,23,63
2020-12-11,226,42,22,64
2020-12-12,219,43,23,66
2020-12-13,218,43,21,64
2020-12-14,218,37,25,62
2020-12-15,211,33,23,56
2020-12-16,207,42,21,63
2020-12-17,212,40,23,63
2020-12-18,225,35,29,64
2020-12-19,217,49,25,74
2020-12-20,235,35,21,56
2020-12-21,244,34,19,53
2020-12-22,244,28,18,46
2020-12-23,253,38,16,54
2020-12-24,249,30,20,50
2020-12-25,230,43,17,60
2020-12-26,232,41,17,58
2020-12-27,244,36,18,54
2020-12-28,271,32,17,49
2020-12-29,242,38,16,54
2020-12-30,261,43,17,60
2020-12-31,254,39,17,56
2021-01-01,242,38,21,59
2021-01-02,261,37,19,56
2021-01-03,257,42,18,60
2021-01-04,279,39,20,59
2021-01-05,289,40,19,59
2021-01-06,299,45,19,64
2021-01-07,296,45,21,66
2021-01-08,314,42,22,64
2021-01-09,326,44,22,66
2021-01-10,340,44,24,68
2021-01-11,350,49,23,72
2021-01-12,388,38,34,72
2021-01-13,393,36,41,77
2021-01-14,407,30,46,76
2021-01-15,431,32,42,74
2021-01-16,439,36,40,76
2021-01-17,433,41,39,80
2021-01-18,424,39,41,80
2021-01-19,435,38,40,78
2021-01-20,433,32,45,77
2021-01-21,412,33,44,77
2021-01-22,434,34,48,82
2021-01-23,433,43,44,87
2021-01-24,442,39,46,85
2021-01-25,442,37,49,86
2021-01-26,443,47,40,87
2021-01-27,423,48,42,90
2021-01-28,421,51,40,91
2021-01-29,404,49,34,83
2021-01-30,392,50,42,92
2021-01-31,391,51,43,94
2021-02-01,379,61,35,96
2021-02-02,373,52,32,84
2021-02-03,362,57,27,84
2021-02-04,344,58,25,83
2021-02-05,333,65,24,89
2021-02-06,335,61,25,86
2021-02-07,351,58,25,83
2021-02-08,354,49,26,75
2021-02-09,346,49,23,72
2021-02-10,324,47,20,67
2021-02-11,316,45,21,66
2021-02-12,304,44,21,65
2021-02-13,284,39,21,60
2021-02-14,281,44,22,66
2021-02-15,256,37,23,60
2021-02-16,245,37,23,60
2021-02-17,230,40,19,59
